type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
ensemble:leiden,3,50,0.4,98.0,17.333333333333332,0.6559453805287679,45.0,91.33333333333333,3.0,38,1083,236,112,1345,0.25333333333333335,0.906276150627615,0.1386861313868613,0.833457249070632,0.1792452830188679
ensemble:df_node_similarity,3,50,0.4,114.0,12.0,13.173815409342447,36.0,57.333333333333336,0.0,24,1069,148,126,1345,0.16,0.8945606694560669,0.13953488372093023,0.812639405204461,0.14906832298136646
ensemble-centralities:leiden,3,50,0.4,102.0,16.0,0.4079693953196208,36.333333333333336,126.66666666666667,1.0,45,1090,335,105,1345,0.3,0.9121338912133892,0.11842105263157894,0.8438661710037175,0.169811320754717
ensemble-centralities:df_node_similarity,3,50,0.4,114.0,12.0,9.734537919362387,49.0,89.0,0.0,28,1073,239,122,1345,0.18666666666666668,0.897907949790795,0.10486891385767791,0.8185873605947955,0.1342925659472422
jordan:leiden,2,2,0.5,42.0,23.0,0.05947911739349365,0.0,50.0,30.0,4,123,96,0,127,1.0,1.0,0.04,1.0,0.07692307692307693
ensemble:df_node_similarity,1,2,0.5,19.0,21.0,0.18321490287780762,0.0,43.0,12.0,2,85,41,0,87,1.0,1.0,0.046511627906976744,1.0,0.08888888888888888
rumor:leiden,1,2,0.5,22.0,24.0,0.0044744014739990234,0.0,36.0,18.0,2,38,34,0,40,1.0,1.0,0.05555555555555555,1.0,0.10526315789473684
jordan:df_node_similarity,1,2,0.5,21.0,23.0,0.060791015625,0.0,36.0,18.0,2,38,34,0,40,1.0,1.0,0.05555555555555555,1.0,0.10526315789473684
jordan:leiden,2,5,0.5,20.0,15.0,0.055397748947143555,1.0,130.0,7.0,9,388,251,1,399,0.9,0.9974293059125964,0.03461538461538462,0.9949874686716792,0.06666666666666667
centrality-cm:betweenness:leiden,1,5,0.5,7.0,12.0,0.0523989200592041,2.0,71.0,0.0,3,215,68,2,222,0.6,0.9907834101382489,0.04225352112676056,0.9819819819819819,0.07894736842105261
centrality-cm:betweenness:df_node_similarity,1,5,0.5,5.0,10.0,0.4470558166503906,4.0,50.0,0.0,2,214,48,3,222,0.4,0.9861751152073732,0.04,0.972972972972973,0.07272727272727272
